ID,Language_ID,Headword,Part_Of_Speech,Abstract_Noun,Agentive_Noun,Alternative_Form,Associated_Phrasemes,Attributive,Contains,Dialectal_Distribution,Diffusive_Form,Entry_IDs,Etymology,Infinitive,MarkedPossession,Morphological_Segmentation,NonPossessed_Form,Phonetic_Form,Plural,Possessed_Plural,Predictable_Dialectal_Variants,Related_Dialectal_Form,Source,Variant_Form
TSE01481,tzh,ak'entson,n.,,,,,,,,,,,,,ak'en + tson,,,,,,Amatenango <ak'amtson>,,
TSE01491,tzh,akil,n.,,,,,,,,,,,,,ak -il,,,,,,,,
TSE01501,tzh,akiltik,coll.,,,,,,TSE01351,,,,,,,ak -il -tik,,,,,,,,
TSE01511,tzh,ak'in,act.n.,,,,,,,"Amatenango, Bachajón",,,,,,,,,,,,"Center, Guaquitepec, Petalcingo [ak'en](TSE01461); Villa Las Rosas <a'in>",,
TSE01521,tzh,ak'in,n.,,,,,,,Amatenango,,TSE01511,,,,,,,,,,,,
TSE01531,tzh,ak'intay,t.v.,,,,,,TSE01511,"Amatenango, Bachajón, Yajalón",,,,,,ak'in -tay,,,,,alternancia -Y: <ak'inta>,"Center, Guaquitepec, Petalcingo [ak'entay](TSE01471); Villa Las Rosas <a'intay>",,
TSE01541,tzh,ak'inte',n.,,,,,,,"Guaquitepec, Oxchuc, Tenango",,,,,,ak'in + te',,,,,,"Amatenango [ak'in](TSE01521); North, Cancuc, Tenejapa [ak'en](TSE01461); Villa Las Rosas [a'inte'](TSE00971); Petalcingo, Yajalón <ak'ente'>",,
TSE01551,tzh,ak'inte',n.,,,,,,,Amatenango,,,,,,ak'in + te',,,,,,,,
TSE01561,tzh,ako',n.,,,,,,,,,TSE75151,del zoque,,-il,,,,,,,Oxchuc <aku>,,"Amatenango, Cancuc, Guaquitepec <ako>"
TSE01571,tzh,ak'ol,adv.,,,,,,,"Villa Las Rosas, Yajalón",,TSE00511,,,,,,,,,,,,
TSE01581,tzh,ak'ol,pred.adj.,"-al, -el, -il",,,,,,,,,,,,,,,,,,,,
TSE01591,tzh,ak'ol o'tantay,t.v.,,,,,,TSE01581 ; TSE46881,"Bachajón, Tenejapa",,,,,,ak'ol + o'tan -tay,,,,,alternancia -Y: <ak'ol o'tanta>,,,
TSE01601,tzh,ak'olin,t.v.,,,,,,TSE01581,Tenejapa,,,,,,ak'ol -in,,,,,,,,
TSE01611,tzh,ak'oltay,t.v.,,,,,,TSE01581,"Bachajón, Tenejapa",,,,,,ak'ol -tay,,,,,alternancia -Y: <ak'olta>,,,
TSE01621,tzh,ak'oltes,t.v.,,,,,,TSE01581,Tenejapa,,,,,,ak'ol -tes,,,,,,,,
TSE01631,tzh,ak'oltik,diff.adj.,,,,[ak'oltik k'inal](TSE01641),,TSE01581,,,,,,,ak'ol -tik,,,,,,,,
TSE01641,tzh,ak'oltik k'inal,phr.(n.v.p.+subj.NP),,,,,,TSE01631 ; TSE30901,,,,,,,ak'ol -tik,,,,,,,,
TSE01651,tzh,akte',n.,,,,,,,Bachajón,,TSE09671,,,,ak + te',,,,,,,,
TSE01661,tzh,akte',n2.,,,,,,,,,TSE01651,,,,ak + te',-al,,,,,,,
TSE01671,tzh,akuxa,n.,,,,,,,,,TSE64191,del español,,"-il, -ul",,,,,,,Petalcingo <akuxan>,,
TSE01681,tzh,akuxa it,n.,,,,,,TSE01671 ; TSE19711,Villa Las Rosas,,TSE67031,,,,akuxa + it 'culo de aguja',,,,,,,,
TSE01691,tzh,al,adj.,"-al, -alil, -alul",,,,Oxchuc -al (otras variantes no usan ninguna forma atributiva),,,[al'altik](TSE01692),,,,,,,,,,,,,
TSE01692,tzh,al'altik,diff.adj.,,,,,,TSE01691,,,,,,,al -REDUPL:C1VC2 -tik,,,,,,,,
TSE01701,tzh,al,n2.,,,,[yal sk'ab](TSE75791); [yal yok](TSE75801),,,,,TSE02401 ; TSE30421 ; TSE01821,,,,,,,,"-atak, -tak",,,,
TSE01702,tzh,alaj,i.v.,,,,,,TSE01701,,,TSE44711,,,,al -aj,,,,,,,,
TSE01711,tzh,al,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE01721,tzh,al,num.clas.,,,,,,,Tenejapa,,,,,,,,,,,,,,
TSE01731,tzh,ala,attr.adj./inc.adv.,,,,,,,"North, Center (-Oxchuc)",,TSE01821,,,,,,,,,,,,
TSE01741,tzh,ala wakax,n.,,,,,,TSE01731 ; TSE69621,,,,,,,ala + wakax,,,,,,,,
TSE01751,tzh,alabak',n.,,,,,,,Petalcingo,,TSE00231,,,,,,,,,,,,
TSE01761,tzh,alajib,n2.,,,,,,TSE01702,Tenejapa,,,,,,al -aj -ib,,,,,,,,
TSE01771,tzh,alajib,n2.,,,,,,,Guaquitepec,,,,,,al -aj -ib (?),,,,,,,,
TSE01772,tzh,alajib,n2.,,,,,,TSE01702,Amatenango,,,,,,al -aj -ib,,,,,,,,
TSE01781,tzh,alak',n2.,,,,,,,,,,,,,,-il,,,,,,,
TSE01791,tzh,alak'in,t.v.,,,,,,TSE01781,,,,,,,alak' -in,,,,,,,,
TSE01801,tzh,alak'tay,t.v.,,,,,,TSE01781,Petalcingo,,,,,,alak' -tay,,,,,alternancia -Y: <alak'ta>,,,
TSE01811,tzh,alak'tik,diff.adj.,,,,,,TSE01781,Petalcingo,,,,,,alak' -tik,,,,,,,,
TSE01821,tzh,alal,n.,,,,,,,,,,,,,al -al,,,,,,,,
TSE01831,tzh,alalub,i.v.,,,,,,TSE01821,,,,,,,al -al -ub,,,,,,,,
TSE01841,tzh,alampra,n.,,,,,,,"Amatenango, Petalcingo",,,del español,,,,,,,,,"Guaquitepec, Tenejapa <alampre>",,
TSE01851,tzh,alan,adv.,,,,,,,,,TSE00641,,,,,,,,,,,,
TSE01861,tzh,alanej,i.v.,,,,,,,Tenejapa,,TSE00661,,,,alan -ej,,,,,,,,
TSE01871,tzh,alanet,expr.,,,,,,,Tenejapa,,,,,,alan -et,,,,,,,,
TSE01881,tzh,alatay,t.v.,,,,,,TSE01701,,,,,,,al -a -tay,,,,,alternancia -Y: <alata>,"Oxchuc, Villa Las Rosas [altay](TSE02101)",,
TSE01891,tzh,alawak',n.,,,,,,,Villa Las Rosas,,TSE00231,,,,,,,,,,,,alwak'
TSE01901,tzh,alawej,n./act.n.,,,,,,,Amatenango,,TSE00751,,,,al -aw -ej,,,,,,,,
TSE01911,tzh,alaxax,n.,,,,,,,North (-Guaquitepec),,,del español,,"-il, -ul",,,,,,,"Aguacatenango, Amatenango, Guaquitepec, Villa Las Rosas [nalax](TSE43851); Cancuc, Oxchuc, Tenango [narax](TSE44131); Tenejapa [alchax](TSE01921); var. Sibakja’ <nalaxax>; var. Sitalá <xax>; var. Yajalón <alxax>",,
TSE01921,tzh,alchax,n.,,,,,,,Tenejapa,,TSE01911,del español,,"-il, -ul",,,,,,,,,
TSE01931,tzh,alib,n2.,,,,,,,,,,,,,al -ib,-al (Oxchuc <aelbal>),,,"-tak; Bachajón, Villa Las Rosas -ab",,,,
TSE01941,tzh,alib mamal,n2.,,,,,,TSE01931 ; TSE40351,,,,,,,alib + mam -al,,,,,,"Aguacatenango [ma'alib](TSE39391); Amatenango <mam alib>; Cancuc [mam alib](TSE40331); Guaquitepec, Villa Las Rosas, Yajalón [alib](TSE01931); Oxchuc <aelmamal>; Petalcingo, Tenejapa [mamal alib](TSE40371)",,
TSE01951,tzh,alib me'el,n2.,,,,,,TSE01931 ; TSE41211,,,,,,,alib + me' -el,,,,,,"Aguacatenango [mel alib](TSE41401); Amatenango [me' alib](TSE41001); Cancuc <alime'el>; var. Guaquitepec, Villa Las Rosas, Yajalón [alib](TSE01931); Oxchuc <aelme'el>; Petalcingo [me' alib](TSE41001), [me'el alib](TSE41231); Tenejapa [me'el alib](TSE41231)",,
TSE01961,tzh,alibaj,i.v.,,,,,,TSE01931,Tenejapa,,,,,,alib -aj,,,,,,,,
TSE01971,tzh,alibin,t.v.,,,,,,TSE01931,,,,,,,alib -in,,,,,,,,
TSE01981,tzh,alin,t.v.,,,,,,TSE01701,,,,,,,al -in,,,,,,,,
TSE01991,tzh,aljun,n2.,,,,,,,,,,,,,al + jun,,,,,,,,
TSE02001,tzh,alkabaro,n.,,,,,,,,,,"del español <alcabala>, impuesto durante el Antiguo Régimen",,,,,,,,,,,
TSE02011,tzh,alkal,n.,,,,,,,,,,del español,,,,,,,,,,,
TSE02021,tzh,alkalte,n.,,,,,,,Oxchuc,,,del español,,,,,,,,,,,
TSE02031,tzh,alko,quant.,,,"algo, alku",,,,,,,del español,,,,,,,,,,,
TSE02041,tzh,almuk'tik,quant.,,,,,,,Petalcingo,,,de [almul](TSE02051) + <-tik>,,,almuk' -tik,,,,,,,,
TSE02051,tzh,almul,n.,,,,[jun almul](TSE26311),,,,,,del español,,,,,,,,,,,
TSE02061,tzh,alnich'an,n.co.,,,,,,TSE01701 ; TSE44621,,,,,,,al + nich'an,,,,,,,,
TSE02071,tzh,alperes,n.,,,,,,,"Tenejapa, Villa Las Rosas",,,del español,,,,,,,,,,,
TSE02081,tzh,alp'uj,i.v.,,,,,,,"Bachajón, Petalcingo",,,,,,al -p'uj,,,,,,,,
TSE02091,tzh,altal,n.,,,,,,,,,,del español,,,,,,,,,,,
TSE02101,tzh,altay,t.v.,,,,,,TSE01701,"Oxchuc, Villa Las Rosas",,,,,,al -tay,,,,,,[alatay](TSE01881),,
TSE02111,tzh,altay,t.v.,,,,,,TSE01711,Tenejapa,,,,,,al -tay,,,,,alternancia -Y: <alta>,,,
TSE02121,tzh,altik,adv.,,,,,,,Tenejapa,,,,,,al -tik,,,,,,,,
TSE02131,tzh,alti'tay,t.v.,,,,,,TSE01711 ; TSE59091,,,,,,,al + ti' -tay,,,,,alternancia -Y: <alti'ta>,,,
TSE02141,tzh,alub,i.v.,,,,[alub yeh](TSE02151); [alub yo'tan](TSE02161),,TSE01691,,,,,,,al -ub,,,,,,,,
TSE02151,tzh,alub yeh,phr.(i.v.+subj.NP),,,,,,TSE02141 ; TSE16081,Bachajón,,,,,,al -ub,,,,,,,,
TSE02161,tzh,alub yo'tan,phr.(i.v.+subj.NP),,,,,,TSE02141 ; TSE46881,"Oxchuc, Petalcingo, Tenejapa",,,,,,,,,,,,,,
TSE02171,tzh,alubtes,t.v.,,,,,,TSE02141,,,,,,,al -ub -tes,,,,,,Amatenango <alutes>,,
TSE02181,tzh,alwanex,n.,,,,,,,Tenejapa,,,del español,,,,,,,,,,,
TSE02191,tzh,am,n.,,,,,,,,,,,,-ul,,,,,,,,,
TSE02201,tzh,amak',n.,,,,,,,,,,,,-ul,,,,,,,,,
TSE02211,tzh,amal,pos.adj.,,,,,,,,,,,,,am -al,,,amajtik,,,,,
TSE02221,tzh,amay,n.,,,,,,,,,,,,-ul,,,,,,,"Aguacatenango, Amatenango <amayil>",,
TSE02231,tzh,amen,adj.,,,,,,,"Center (-Cancuc, -Tenango)",,,,,,am -en (?),,,,,,,,
TSE02241,tzh,amet,expr.,,,,,,,,,,,,,am -et,,,,,,,,
TSE02251,tzh,amila',n.,,,,,,,Guaquitepec,,,,,,,,,,,,,,
TSE02261,tzh,amoch',n.,,,,,,,Amatenango,,TSE61551,,,-il,,,,,,,,,
TSE02271,tzh,amuch',n.,,,,,,,,,TSE61551,,,-il,,,,,,,,,
TSE02281,tzh,anil,rel.n.,,,,,,,"Center, South, Guaquitepec",,,,,,an -il,,,,,,var. Villa Las Rosas <anul>,,
TSE02291,tzh,anima,n.,,,,,,,,,,del español,,,,,,,,,Oxchuc [aelmeel](TSE00311),,
TSE02301,tzh,animaj,agt.i.v.,,,,,,,,,TSE00741,,,,an -im -aj,,,,,,,,
TSE02311,tzh,animal,n./act.n.,,,,,,,,,TSE00751,,,,an -im -al,,,,,,,,
TSE02321,tzh,anjel,n.,,,,[yanjelal sit](TSE76051),,,,,,del español,,,,,,,,,,,
TSE02331,tzh,antay,t.v.,,,,,,,"Oxchuc, Tenejapa, Villa Las Rosas",,TSE00831,,,,,,,,,alternancia -Y: <anta>,,,
TSE02341,tzh,anti,adj.,,,,,,,Oxchuc,,TSE02351,del español,,,,,,,,,,,
TSE02351,tzh,antiwo,adj.,,,,,,,,,,del español,,,,,,,,,var. Oxchuc [anti](TSE02341); var. Petalcingo <antibo>,,
TSE02361,tzh,antiwo,n.,,,,,,,,,,del español,,,,,,,,,,,
TSE02371,tzh,ants,n.,,,,,,,,,,,,[antsilel](TSE02372),,,,,,,,,
TSE02372,tzh,antsilel,n2.,,,,,,TSE02371,,,,,,,ants -il -el,,,,,,,,
TSE02381,tzh,ants,n2.,,,,,,,,,,de [ants](TSE02371),,,,,,,,,,,
TSE02391,tzh,antsil,n2.,,,,,,,,,,,,,ants -il,,,,,,,,
TSE02401,tzh,antsil al,n2.,,,,,,TSE01701 ; TSE02371,,,,,,,ants -il + al,,,,,,Oxchuc <antsial>,,
TSE02411,tzh,antsil nich'an,n2.,,,,,,TSE02371 ; TSE44621,,,,,,,ants -il + nich'an,-il,,,,,,,
TSE02421,tzh,antsil winik,n.,,,,,,TSE02371 ; TSE70991,,,,,,,ants -il + winik,,,,,,,,
TSE02431,tzh,antsilon,n.,,,,,,TSE02371,Villa Las Rosas,,,,,,ants -il -on,,,,,,,,
TSE02441,tzh,antsin,t.v.,,,,,,TSE02371,,,,,,,ants -in,,,,,,,,
TSE02451,tzh,antsiwej,act.n.,,,,,,TSE02371,,,,,,,ants -iw -ej,,,,,,"Oxchuc <antswej>; Petalcingo, Yajalón <antsiwijel>",,
TSE02461,tzh,antsiwej,i.v.,,,,,,TSE02371,"Amatenango, Tenejapa, Villa Las Rosas",,TSE02451,,,,ants -iw -ej,,,,,,[antsiwij](TSE02471),,
TSE02471,tzh,antsiwij,i.v.,,,,,,,North,,,,,,ants -iw -ij,,,,,,,,
TSE02481,tzh,antsub,i.v.,,,,,,TSE02371,,,,,,,ants -ub,,,,,,,,
TSE02491,tzh,apo',n2.,,,,,,,Amatenango,,TSE02511,,,,,,,,,,,,
TSE02501,tzh,apon,n.,,,,,,,Oxchuc,,,,,,,,,,,,,,
TSE02511,tzh,apu',n./n2.,,,,,,,,,,,,,,-il,,,,,Amatenango <apo'>,,
TSE02521,tzh,apu' oxom,n.,,,apu'il oxom,,,,Oxchuc,,,,,,apu' + oxom,,,,,,Tenejapa <apu' p'in>,,
TSE02531,tzh,aroba,n.,,,,,,,,,,del español,,,,,,,,,,,
TSE02541,tzh,aryax,n.,,,,,,,,,,,,,,,,,,,,,
TSE02551,tzh,asaron,n.,,,asarona,,,,,,,del español,,,,,,,,,Tenejapa <asarona>,,
TSE02561,tzh,askal,n.,,,,,,,,,,del español,,"-il, -ul",,,,,,,,,"asukal, asukar"
TSE02571,tzh,asyal,n.,,,,,,,"Bachajón, Tenejapa",,,quizás del español <jarcia>,,,,,,,,,,,
TSE02581,tzh,at,n2.,,,,[yat ich](TSE76091); [yat k'ahk'](TSE76101),,,,,,,,,,-il,,,,,,,
TSE02591,tzh,at,act.n.,,,,,,,"Bachajón, Guaquitepec",,TSE02581,,,,,,,,,,,,
TSE02601,tzh,a'tajib,n2.,,,,,,,"Amatenango, Guaquitepec, Sibakja’, Sitalá, Tenango, Tenejapa, Yajalón",,,,,,a't (<abat) -aj -ib,,,,,,,,
TSE02611,tzh,at'ej,agt.i.v.,,,,,,,Oxchuc,,TSE02621,,,,at' (<abat) -ej,,,,,,,,
TSE02621,tzh,a'tej,agt.i.v.,,,,,,,,,,,[a'tel](TSE02671),,a't (<abat) -ej,,,,,,Oxchuc [at'ej](TSE02611),,
TSE02631,tzh,a'tejib,n2.,,,,,,TSE02621,,,,,,,a't (<abat) -ej -ib,-al,,,,,"Abasolo <a'tib>; Amatenango, Guaquitepec, Sibakja’, Sitalá, Tenango (var. Tenejapa, Yajalón) [a'tajib](TSE02601); Oxchuc <at'ejib, at'ib>",,
TSE02641,tzh,at'el,n.,,,,,,,Oxchuc,,,,,,at' (<abat) -el,,,,,,,,
TSE02651,tzh,a'tel,n.,,[j'a'tel](TSE21271),,,,,,,,,,"-il, -ul, -al",a't (<abat) -el,,,,,,Oxchuc <at'el>,,
TSE02661,tzh,a'tel,n2.,,,,,,,,,TSE02651,,,"-il, -ul, -al",,-il,,,,,,,
TSE02671,tzh,a'tel,act.n.,,,,,,,,,TSE02651,,,,,,,,,,,,
TSE02681,tzh,a'telan,t.v.,,,,,,,Amatenango,,,,,,a't (<abat) -el -an,,,,,,,,
TSE02691,tzh,at'elin,t.v.,,,,,,TSE02641,Oxchuc,,TSE02701,,,,at' (<abat) -el -in,,,,,,,,
TSE02701,tzh,a'telin,t.v.,,,,,,TSE02651,,,,,,,a't (<abat) -el -in,,,,,,"Amatenango, Villa Las Rosas [a'telan](TSE02681); Oxchuc [at'elin](TSE02691)",,
TSE02711,tzh,a'teltay,t.v.,,,,,,TSE02651,"Petalcingo, Tenejapa",,,,,,a't (<abat) -el -tay,,,,,alternancia -Y: <a'telta>,,,
TSE02721,tzh,atimal,act.n.,,,,,,,,,,,,,at -im -al,,,,,,,,
TSE02731,tzh,atimal,n.,,,,,,,,,TSE02721,,,,at -im -al,,,,,,,,
TSE02741,tzh,atin,agt.i.v.,,,,,,,,,,,[atimal](TSE02721),,at -in,,,,,,,,
TSE02751,tzh,atin,t.v.,,,,,,,,,TSE02741,,,,,,,,,,,,
TSE02761,tzh,atinajib,n2.,,,,,,TSE02741,,,,,,,at -in -aj -ib,-al,,,,,var. Villa Las Rosas <atinab>,,
TSE02771,tzh,atintes,t.v.,,,,,,TSE02741,,,,,,,at -in -tes,,,,,,,,
TSE02781,tzh,ats'am,n.,,,,,,,,,,,,"-il, -ul",,,,,,,,,
TSE02791,tzh,ats'am te',n.,,,,,,,,,,,,,ats'am + te',,,,,,,,
TSE02801,tzh,ats'am ton,n.,,,,,,,,,,,,,ats'am + ton 'piedra de sal',,,,,,,,
TSE02811,tzh,auk,adv.,,,,,,,Tenango,,TSE16351,,,,,,,,,,,,
TSE02821,tzh,aw,n.,,,,,,,,,,,,,,,,,,,,,
TSE02831,tzh,aw,act.n.,,,,,,,,,TSE02821 ; TSE03071,,,,,,,,,,,,
TSE02841,tzh,aw,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE02851,tzh,aw,num.clas.,,,,,,,Tenejapa,,TSE02841,,,,,,,,,,,,
TSE02861,tzh,awa'iy,part.,,,,,,,,,,,,,aw- a'iy,,,,,,,,"away, awa'ay, awa'a, awa"
TSE02871,tzh,awak'e'el,n.v.p.,,,,,,,Bachajón,,,,,,aw -a + k'e' -el,,,,,,Tenejapa <k'e'elpilik>,,
TSE02881,tzh,awal,n.,,,,,,,,,,,,,aw -al,,,,,,,,
TSE02891,tzh,awal,act.n.,,,,,,TSE02841,,,,,,,aw -al,,,,,,,,
TSE02901,tzh,awal te',n2.,,,,,,TSE03091,Bachajón (San Jerónimo),,,,,,aw -al + te',,,,,,,,
TSE02911,tzh,awal ts'unub,n2.co.,,,,,,,,,,,,,aw -al + ts'un -ub,-il,,,,,,,
TSE02921,tzh,awalel k'inal,n.,,,,,,TSE30901,,,,,,,aw -al -el + k'in -al,,,,,,,,Oxchuc <awlel k'inal>
TSE02931,tzh,awaleltik,coll.,,,,,,TSE02881,,,,,,,aw -al -el -tik,,,,,,,,Oxchuc <awleltik>
TSE02941,tzh,awalib,n.,,,,,,,Petalcingo,,,,,,aw -al -ib,,,,,,,,
TSE02951,tzh,awalij,agt.i.v.,,,,,,,"Cancuc, Tenejapa, Villa Las Rosas",,,,,,aw -al -ij,,,,,alternancia -Vj: <awalej>,,,
TSE02961,tzh,awax,n.,,,x'awax chenek',,,,Tenejapa,,,del español,,,,,,,,,,,
TSE02971,tzh,awen,n./act.n.,,,,,,,,,,,,,aw -en,,,,,,,,
TSE02981,tzh,awenal,n.,,,,,,,,,,,,,aw -en -al,,,,,,,,
TSE02991,tzh,awentay,t.v.,,,,,,TSE02971,,,,,,,aw -en -tay,,,,,alternancia -Y: <awenta>,,,
TSE03001,tzh,awil,part.,,,,,,,,,,,,,aw- il,,,,,,,,
TSE03011,tzh,awil,n2.,,,,[yawil xchux](TSE76151); [yawil ak'al](TSE76141),,,,,,,,-al,,-al,,,,,,,
TSE03021,tzh,awilak',n.,,,,,,TSE00231,Oxchuc,,,,,,,,,,,,,,
TSE03031,tzh,awo',n2.,,,,,,TSE03091,"Cancuc, Tenejapa",,,,,,aw -o',,,,,,,,
TSE03041,tzh,awokoluk,interj.,,,,,,TSE71481,,,TSE71551,,,,a- wokol -uk,,,,,,,,
TSE03051,tzh,awote',n2.,,,,,,TSE03091,"Cancuc, Tenejapa",,,,,,aw -o + te',,,,,,,,
TSE03061,tzh,awtay,t.v.,,,,,,TSE02821,,,,,,,aw -tay,,,,,alternancia -Y: <awta>,,,
TSE03071,tzh,awun,agt.i.v.,,,,,,,,,,,[aw](TSE02831),,aw -un,,,,,,,,
TSE03081,tzh,awutak'in,n.,,,,,,TSE02841 ; TSE57391,,,,,,,aw -u + tak'in,,,,,,,,
TSE03091,tzh,awute',n2.,,,,,,,,,,,,-il,aw -u + te',"-el, -il",,,,,"Bachajón (San Jerónimo) [awal te'](TSE02901); Cancuc, Tenejapa [awo'](TSE03031), [awote'](TSE03051); Oxchuc <awte'>",,
TSE03101,tzh,ax,n.,,,,,,,Cancuc,,,,,-ul,,,,,,,,,
TSE03111,tzh,ax,n.,,,,,,,Villa Las Rosas,,,,,,,,,,,,,,
TSE03121,tzh,axan,part.,,,,,,,Petalcingo,,,de [haxan](TSE17321),,,,,,,,,,,
TSE03131,tzh,axib,n2.,,,,,,,,,,,,-al,ax -ib,-al,,,,,,,
TSE03141,tzh,axibal te',n.,,,,,,TSE03131 ; TSE58281,,,,,,,ax -ib -al + te',,,,,,Petalcingo <axinal te'>,,
TSE03151,tzh,axibin,t.v.,,,,,,TSE03131,,,,,,,ax -ib -in,,,,,,,,
TSE03161,tzh,axin,t.v.,,,,,,,,,,,,,ax -in,,,,,,,,
TSE03171,tzh,axin,i.v.,,,,,,,Petalcingo,,,,,,ax -in,,,,,,,,
TSE03181,tzh,axinal,n.,,,,,,TSE03161,,,,,,,ax -in -al,,,,,,,,
TSE03191,tzh,axintes,t.v.,,,,,,TSE03171,,,,,,,ax -in -tes,,,,,,,,
TSE03201,tzh,axux,n.,,,,,,,,,,del español,,-il,,,,,,,,,
TSE03211,tzh,ay,interj.,,,,,,,,,,,,,,,,,,,,,
TSE03221,tzh,ay,n.v.p.,,,,,,,,,,,,,,,,,,,,,
TSE03222,tzh,ay to sk'an,phr.(n.v.p.+part.+t.v.),,,,,,TSE03221 ; TSE28271 ; TSE60171,,,,,,,,,,,,,,,
TSE03231,tzh,a'yan,agt.i.v.,,,,[a'yan yo'tan](TSE03251),,,,,,,[a'yej](TSE03281),,a'iy -an,,,,,,"Amatenango, Villa Las Rosas [abiyan](TSE00181); Bachajón, Petalcingo (Yajalón 'platicar') [k'opoj](TSE32521); Oxchuc, Yajalón [a'an](TSE00061)",,
TSE03241,tzh,a'yan,t.v.,,,,,,,,,TSE03231,,,,a'iy -an,,,,,,,,
TSE03251,tzh,a'yan yo'tan,phr.(i.v.+subj.NP),,,,,,TSE03231 ; TSE46881,,,,,,,,,,,,,,,
TSE03261,tzh,a'yantay,t.v.,,,a'antay,[la ya'yantaybe yo'tan](TSE35231),,TSE03231,,,,,,,a'iy -an -tay,,,,,"alternancia -Y: <a'yanta,...>","Bachajón, Petalcingo [chol](TSE13971); Villa Las Rosas <abeyantay, abiyantay, abyantay>",,
TSE03271,tzh,a'yej,n.,,,,,,,,,,,,"-ul, -al",a'iy -ej,,,,,,"Bachajón <a'iyej> (de uso limitado); Petalcingo, Yajalón [k'op](TSE32441); Villa Las Rosas <abiyej, abeyej, abyej>",,
TSE03281,tzh,a'yej,act.n.,,,,,,TSE00981,,,TSE03271,,,,a'iy -ej,,,,,,,,
TSE03291,tzh,ayin,n.,,,x'ayin,,,,"Chilón, Sibakja’, Yajalón",,TSE00951,,,,,,,,,,,,
TSE03301,tzh,ayin,adv.,,,,,,,"Altamirano, Villa Las Rosas",,,,,,ay -in,,,,,,,,
TSE03311,tzh,ayin,i.v.,,,,,,,,,,,,,ay -in,,,,,,Oxchuc <ain>; Tenejapa <en>,,
TSE03321,tzh,ayinel,n.,,,,,,TSE03311,,,,,,,ay -in -el,,,,,,,,
TSE03331,tzh,ayintes,t.v.,,,,,,TSE03311,North,,,,,,ay -in -tes,,,,,,Oxchuc [bejk'antes](TSE05311); Tenejapa <tojkes>,,
TSE03341,tzh,ba,prof.,,,,,,,,,,,,,,,,"batik, bantik",,,"existen diversas formas largas alternativas según los lugares: North, Center [banti](TSE04481); North, Cancuc, Tenango [ban](TSE04421); Center [bay](TSE04831) Abasolo, Oxchuc, San Pedro Pedernal <bati>; Villa Las Rosas [bay](TSE04831), [bajkil](TSE03911) <baxkil>",,
TSE03351,tzh,baal,n2.,,,,,,,"Amatenango, Oxchuc",,,,,,,,,,,,,,
TSE03361,tzh,babi,adj.,,,,,,,"Cancuc, Guaquitepec, Tenejapa",,,,,,ba + bi,,,,,,,,
TSE03371,tzh,babi,rel.n.,,,,,,,"Cancuc, Guaquitepec, Tenejapa",,TSE03361,,,,,,,,,,,,
TSE03381,tzh,babial,rel.n.,,,,,,,"Center, Guaquitepec",,,,,,ba + bi -al,,,,,,,,
TSE03391,tzh,bach,n.,,,,,,,"Oxchuc, Tenejapa",,,,,"-il, -ul",,,,,,,,,
TSE03401,tzh,bach,t.v.,,,,,,,,,,,,,,,,,,,,,
TSE03411,tzh,bachal,pos.adj.,bachil,,,,,,,,,,,,bach -al,,,bachajtik,,,,,
TSE03421,tzh,bach'en,n.,,,,,,,Amatenango,,,,,,ba + ch'en,,,,,,,,
TSE03431,tzh,bachet,expr.,,,bachachet,,,,,,,,,,bach -et,,,,,,,,
TSE03441,tzh,bachk'uj,i.v.,,,,,,,,,,,,,bach -k'uj,,,,,alternancia -Vj: <bachk'oj>,,,
TSE03451,tzh,bachk'un,t.v.,,,,,,,,,,,,,bach -k'un,,,,,,,,
TSE03461,tzh,bachni',adj.,,,,,,,"Center, Guaquitepec",,,,,,bach + ni',,,,,,,,
TSE03471,tzh,bah,rel.n.,,,,,,,,,,,,,,,,,,"alternancia H: <baj, ba>",,,
TSE03481,tzh,bah,mov.i.v.,,,baht,,,,,,,,,,,,,,,,"1a sg./pl. Bachajón, Petalcingo <bohon/bohotik>, alt. H: <bojon/bojotik, boon/bootik, bon/botik>, Tenejapa <ban/batik>; 2a sg. Bachajón, Petalcingo <bahat>, alt. H: <bajat, baat, bat>; 3a sg. Bachajón, Petalcingo <baht>, alt. H: <bajt, bajt'>; imperativo Bachajón, Petalcingo <bahan>, alt. H: <bajan, baan, ban>",,
TSE03491,tzh,bah,n.,,,,,,,,,,,,-ul,,,,,,"alternancia H: <baj, ba>",,,
TSE03501,tzh,bah,rel.n.,,,,,,,,,,,,,,,,,,"alternancia H: <baj, ba>",,,
TSE03511,tzh,bah,rel.n.,,,,,,,,,,,,,,,,,,"alternancia H: <baj, ba>",,,
TSE03521,tzh,bahbayal,rel.n.,,,,,,,Bachajón,,,,,,bah + bay -al,,,,,,"Center, Guaquitepec [babial](TSE03381); var. Cancuc, Guaquitepec, Tenejapa [babi](TSE03371); Petalcingo [bahbeyal](TSE03531); South [nahil](TSE43431)",,
TSE03531,tzh,bahbeyal,rel.n.,,,,,,,Petalcingo,,,,,,bah + bey -al,,,,,,,,
TSE03541,tzh,bahchaj,i.v.,,,,,,,,,,,,,bach -h- -aj,,,,,"alternancia H: <bajchaj, Oxchuc bajch'aj>",,,
